contract_id,address,static_severity,behavioral_score,correlation_score,fused_risk_score,triggered_rules,findings_matched,label
kg_4a4bc45fd925,0xNoisyBenign0004,0.8,0.4345,0.0,0.4721,,,1
kg_36cce373c38e,0xNoisyBenign0001,0.8,0.4331,0.0,0.4716,,,1
kg_a0fec05e38bb,0xNoisyBenign0005,0.8,0.4321,0.0,0.4712,,,1
kg_4a4bc45fd925,0xNoisyBenign0002,0.8,0.4317,0.0,0.4711,,,1
kg_0a9aebf5e803,0xNoisyBenign0004,0.8,0.4318,0.0,0.4711,,,1
kg_72e56082535d,0xNoisyBenign0004,0.8,0.4312,0.0,0.4709,,,1
kg_49a1d5c351b9,0xNoisyBenign0000,0.8,0.4298,0.0,0.4704,,,1
kg_36cce373c38e,0xNoisyBenign0006,0.8,0.4295,0.0,0.4703,,,1
kg_0a9aebf5e803,0xNoisyBenign0005,0.8,0.4293,0.0,0.4703,,,1
kg_ebe6f9a7e97a,0xNoisyBenign0006,0.8,0.4294,0.0,0.4703,,,1
kg_de0a9f8c2bb3,0xNoisyBenign0002,0.8,0.4293,0.0,0.4702,,,1
kg_4a4bc45fd925,0xNoisyBenign0000,0.8,0.4288,0.0,0.4701,,,1
kg_4a4bc45fd925,0xNoisyBenign0008,0.8,0.4278,0.0,0.4697,,,1
kg_36cce373c38e,0xNoisyBenign0002,0.8,0.4278,0.0,0.4697,,,1
kg_850ce5cbe982,0xNoisyBenign0007,0.8,0.4269,0.0,0.4694,,,1
kg_0a9aebf5e803,0xNoisyBenign0000,0.8,0.4266,0.0,0.4693,,,1
kg_72e56082535d,0xNoisyBenign0000,0.8,0.4263,0.0,0.4692,,,1
kg_72e56082535d,0xNoisyBenign0005,0.8,0.4258,0.0,0.469,,,1
kg_a0fec05e38bb,0xNoisyBenign0002,0.8,0.4241,0.0,0.4684,,,1
kg_ebe6f9a7e97a,0xNoisyBenign0008,0.8,0.4237,0.0,0.4683,,,1
kg_a0fec05e38bb,0xNoisyBenign0004,0.8,0.4238,0.0,0.4683,,,1
kg_36cce373c38e,0xNoisyBenign0004,0.8,0.4235,0.0,0.4682,,,1
kg_850ce5cbe982,0xNoisyBenign0002,0.8,0.4233,0.0,0.4682,,,1
kg_49a1d5c351b9,0xNoisyBenign0004,0.8,0.4234,0.0,0.4682,,,1
kg_36cce373c38e,0xNoisyBenign0007,0.8,0.4223,0.0,0.4678,,,1
kg_4a4bc45fd925,0xNoisyBenign0001,0.8,0.4222,0.0,0.4678,,,1
kg_4a4bc45fd925,0xNoisyBenign0006,0.8,0.4219,0.0,0.4677,,,1
kg_0a9aebf5e803,0xNoisyBenign0007,0.8,0.4215,0.0,0.4675,,,1
kg_de0a9f8c2bb3,0xNoisyBenign0000,0.8,0.4208,0.0,0.4673,,,1
kg_de0a9f8c2bb3,0xNoisyBenign0004,0.8,0.4206,0.0,0.4672,,,1
kg_ebe6f9a7e97a,0xNoisyBenign0002,0.8,0.4193,0.0,0.4668,,,1
kg_de0a9f8c2bb3,0xNoisyBenign0008,0.8,0.4193,0.0,0.4667,,,1
kg_ebe6f9a7e97a,0xNoisyBenign0004,0.8,0.4178,0.0,0.4662,,,1
kg_7b7f1764c212,0xNoisyBenign0003,0.8,0.4172,0.0,0.466,,,1
kg_72e56082535d,0xNoisyBenign0002,0.8,0.4169,0.0,0.4659,,,1
kg_850ce5cbe982,0xNoisyBenign0000,0.8,0.4162,0.0,0.4657,,,1
kg_49a1d5c351b9,0xNoisyBenign0007,0.8,0.416,0.0,0.4656,,,1
kg_a0fec05e38bb,0xNoisyBenign0003,0.8,0.4155,0.0,0.4654,,,1
kg_7b7f1764c212,0xNoisyBenign0002,0.8,0.4147,0.0,0.4651,,,1
kg_ebe6f9a7e97a,0xNoisyBenign0001,0.8,0.414,0.0,0.4649,,,1
kg_36cce373c38e,0xNoisyBenign0000,0.8,0.4132,0.0,0.4646,,,1
kg_850ce5cbe982,0xNoisyBenign0005,0.8,0.4122,0.0,0.4643,,,1
kg_4a4bc45fd925,0xNoisyBenign0005,0.8,0.4092,0.0,0.4632,,,1
kg_ebe6f9a7e97a,0xNoisyBenign0005,0.8,0.4083,0.0,0.4629,,,1
kg_850ce5cbe982,0xNoisyBenign0003,0.8,0.4043,0.0,0.4615,,,1
kg_ebe6f9a7e97a,0xNoisyBenign0007,0.8,0.392,0.0,0.4572,,,1
kg_00aad096d3a6,0xAdversary0049,0.0,0.7099,0.4,0.3485,CR7,,1
kg_00aad096d3a6,0xAdversary0001,0.0,0.708,0.4,0.3478,CR7,,1
kg_00aad096d3a6,0xAdversary0061,0.0,0.6986,0.4,0.3445,CR7,,1
kg_fdaf0fa7538f,0xAdversary0103,0.0,0.6881,0.4,0.3408,CR7,,1
kg_00aad096d3a6,0xAdversary0019,0.0,0.6878,0.4,0.3407,CR7,,1
kg_fdaf0fa7538f,0xAdversary0043,0.0,0.6849,0.4,0.3397,CR7,,1
kg_00aad096d3a6,0xAdversary0055,0.0,0.6848,0.4,0.3397,CR7,,1
kg_fdaf0fa7538f,0xAdversary0115,0.0,0.6834,0.4,0.3392,CR7,,1
kg_fdaf0fa7538f,0xAdversary0037,0.0,0.683,0.4,0.339,CR7,,1
kg_fdaf0fa7538f,0xAdversary0007,0.0,0.6828,0.4,0.339,CR7,,1
kg_00aad096d3a6,0xAdversary0109,0.0,0.6811,0.4,0.3384,CR7,,1
kg_fdaf0fa7538f,0xAdversary0061,0.0,0.6794,0.4,0.3378,CR7,,1
kg_fdaf0fa7538f,0xAdversary0019,0.0,0.6787,0.4,0.3376,CR7,,1
kg_fdaf0fa7538f,0xAdversary0055,0.0,0.6786,0.4,0.3375,CR7,,1
kg_fdaf0fa7538f,0xAdversary0091,0.0,0.6766,0.4,0.3368,CR7,,1
kg_00aad096d3a6,0xAdversary0013,0.0,0.6761,0.4,0.3366,CR7,,1
kg_00aad096d3a6,0xAdversary0037,0.0,0.669,0.4,0.3342,CR7,,1
kg_00aad096d3a6,0xAdversary0079,0.0,0.6653,0.4,0.3329,CR7,,1
kg_00aad096d3a6,0xAdversary0103,0.0,0.6638,0.4,0.3323,CR7,,1
kg_00aad096d3a6,0xAdversary0067,0.0,0.6634,0.4,0.3322,CR7,,1
kg_fdaf0fa7538f,0xAdversary0013,0.0,0.6635,0.4,0.3322,CR7,,1
kg_00aad096d3a6,0xAdversary0115,0.0,0.6595,0.4,0.3308,CR7,,1
kg_fdaf0fa7538f,0xAdversary0109,0.0,0.6544,0.4,0.3291,CR7,,1
kg_fdaf0fa7538f,0xAdversary0079,0.0,0.6533,0.4,0.3287,CR7,,1
kg_00aad096d3a6,0xAdversary0031,0.0,0.6491,0.4,0.3272,CR7,,1
kg_fdaf0fa7538f,0xAdversary0031,0.0,0.6483,0.4,0.3269,CR7,,1
kg_00aad096d3a6,0xAdversary0085,0.0,0.6469,0.4,0.3264,CR7,,1
kg_fdaf0fa7538f,0xAdversary0049,0.0,0.6462,0.4,0.3262,CR7,,1
kg_fdaf0fa7538f,0xAdversary0025,0.0,0.6458,0.4,0.326,CR7,,1
kg_fdaf0fa7538f,0xAdversary0067,0.0,0.6455,0.4,0.3259,CR7,,1
kg_fdaf0fa7538f,0xAdversary0085,0.0,0.6451,0.4,0.3258,CR7,,1
kg_00aad096d3a6,0xAdversary0007,0.0,0.6431,0.4,0.3251,CR7,,1
kg_00aad096d3a6,0xAdversary0097,0.0,0.6419,0.4,0.3247,CR7,,1
kg_5e58ddf7a0e7,0xAdversary0031,0.0,0.6421,0.4,0.3247,CR7,,1
kg_00aad096d3a6,0xAdversary0025,0.0,0.6414,0.4,0.3245,CR7,,1
kg_fdaf0fa7538f,0xAdversary0073,0.0,0.6412,0.4,0.3244,CR7,,1
kg_00aad096d3a6,0xAdversary0043,0.0,0.6406,0.4,0.3242,CR7,,1
kg_fdaf0fa7538f,0xAdversary0097,0.0,0.6404,0.4,0.3241,CR7,,1
kg_fdaf0fa7538f,0xAdversary0001,0.0,0.6399,0.4,0.324,CR7,,1
kg_d65a20e36bb3,0xAdversary0031,0.0,0.64,0.4,0.324,CR7,,1
kg_00aad096d3a6,0xAdversary0091,0.0,0.6398,0.4,0.3239,CR7,,1
kg_00aad096d3a6,0xAdversary0073,0.0,0.638,0.4,0.3233,CR7,,1
kg_d65a20e36bb3,0xAdversary0109,0.0,0.6363,0.4,0.3227,CR7,,1
kg_5e58ddf7a0e7,0xAdversary0007,0.0,0.6337,0.4,0.3218,CR7,,1
kg_5e58ddf7a0e7,0xAdversary0049,0.0,0.6324,0.4,0.3213,CR7,,1
kg_5e58ddf7a0e7,0xAdversary0001,0.0,0.6322,0.4,0.3213,CR7,,1
kg_5e58ddf7a0e7,0xAdversary0043,0.0,0.6318,0.4,0.3211,CR7,,1
kg_5e58ddf7a0e7,0xAdversary0025,0.0,0.6314,0.4,0.321,CR7,,1
kg_5e58ddf7a0e7,0xAdversary0097,0.0,0.631,0.4,0.3208,CR7,,1
kg_5e58ddf7a0e7,0xAdversary0067,0.0,0.6305,0.4,0.3207,CR7,,1
kg_d65a20e36bb3,0xAdversary0001,0.0,0.627,0.4,0.3194,CR7,,0
kg_00aad096d3a6,0xAdversary0014,0.0,0.9122,0.0,0.3193,,,0
kg_d65a20e36bb3,0xAdversary0049,0.0,0.624,0.4,0.3184,CR7,,0
kg_d65a20e36bb3,0xAdversary0013,0.0,0.6232,0.4,0.3181,CR7,,0
kg_5e58ddf7a0e7,0xAdversary0037,0.0,0.6197,0.4,0.3169,CR7,,0
kg_5e58ddf7a0e7,0xAdversary0079,0.0,0.6148,0.4,0.3152,CR7,,0
kg_d65a20e36bb3,0xAdversary0079,0.0,0.6135,0.4,0.3147,CR7,,0
kg_d65a20e36bb3,0xAdversary0097,0.0,0.6133,0.4,0.3146,CR7,,0
kg_d65a20e36bb3,0xAdversary0085,0.0,0.6112,0.4,0.3139,CR7,,0
kg_d65a20e36bb3,0xAdversary0055,0.0,0.6111,0.4,0.3139,CR7,,0
kg_d65a20e36bb3,0xAdversary0043,0.0,0.6109,0.4,0.3138,CR7,,0
kg_d65a20e36bb3,0xAdversary0115,0.0,0.6102,0.4,0.3136,CR7,,0
kg_d65a20e36bb3,0xAdversary0067,0.0,0.6098,0.4,0.3134,CR7,,0
kg_5e58ddf7a0e7,0xAdversary0073,0.0,0.606,0.4,0.3121,CR7,,0
kg_5e58ddf7a0e7,0xAdversary0085,0.0,0.6048,0.4,0.3117,CR7,,0
kg_5e58ddf7a0e7,0xAdversary0061,0.0,0.6047,0.4,0.3117,CR7,,0
kg_d65a20e36bb3,0xAdversary0091,0.0,0.5988,0.4,0.3096,CR7,,0
kg_d65a20e36bb3,0xAdversary0037,0.0,0.599,0.4,0.3096,CR7,,0
kg_d65a20e36bb3,0xAdversary0103,0.0,0.5977,0.4,0.3092,CR7,,0
kg_d65a20e36bb3,0xAdversary0073,0.0,0.5974,0.4,0.3091,CR7,,0
kg_fdaf0fa7538f,0xAdversary0050,0.0,0.883,0.0,0.3091,,,0
kg_5e58ddf7a0e7,0xAdversary0115,0.0,0.597,0.4,0.3089,CR7,,0
kg_5e58ddf7a0e7,0xAdversary0103,0.0,0.5962,0.4,0.3087,CR7,,0
kg_d65a20e36bb3,0xAdversary0019,0.0,0.5934,0.4,0.3077,CR7,,0
kg_d65a20e36bb3,0xAdversary0007,0.0,0.5926,0.4,0.3074,CR7,,0
kg_d65a20e36bb3,0xAdversary0025,0.0,0.5921,0.4,0.3072,CR7,,0
kg_5e58ddf7a0e7,0xAdversary0019,0.0,0.592,0.4,0.3072,CR7,,0
kg_5e58ddf7a0e7,0xAdversary0055,0.0,0.5921,0.4,0.3072,CR7,,0
kg_fdaf0fa7538f,0xAdversary0008,0.0,0.8773,0.0,0.3071,,,0
kg_d65a20e36bb3,0xAdversary0061,0.0,0.5911,0.4,0.3069,CR7,,0
kg_00aad096d3a6,0xAdversary0032,0.0,0.8763,0.0,0.3067,,,1
kg_00aad096d3a6,0xAdversary0080,0.0,0.8739,0.0,0.3059,,,1
kg_5e58ddf7a0e7,0xAdversary0109,0.0,0.5842,0.4,0.3045,CR7,,1
kg_5e58ddf7a0e7,0xAdversary0091,0.0,0.5811,0.4,0.3034,CR7,,1
kg_5e58ddf7a0e7,0xAdversary0013,0.0,0.5806,0.4,0.3032,CR7,,1
kg_00aad096d3a6,0xAdversary0038,0.0,0.8641,0.0,0.3024,,,1
kg_00aad096d3a6,0xAdversary0068,0.0,0.8614,0.0,0.3015,,,1
kg_fdaf0fa7538f,0xAdversary0074,0.0,0.8594,0.0,0.3008,,,1
kg_d65a20e36bb3,0xAdversary0038,0.0,0.8535,0.0,0.2987,,,1
kg_d65a20e36bb3,0xAdversary0020,0.0,0.8486,0.0,0.297,,,1
kg_00aad096d3a6,0xAdversary0110,0.0,0.8484,0.0,0.2969,,,1
kg_00aad096d3a6,0xAdversary0056,0.0,0.8443,0.0,0.2955,,,1
kg_fdaf0fa7538f,0xAdversary0110,0.0,0.8439,0.0,0.2953,,,1
kg_fdaf0fa7538f,0xAdversary0020,0.0,0.8438,0.0,0.2953,,,1
kg_00aad096d3a6,0xAdversary0044,0.0,0.8378,0.0,0.2932,,,1
kg_d65a20e36bb3,0xAdversary0044,0.0,0.8353,0.0,0.2924,,,1
kg_d65a20e36bb3,0xAdversary0032,0.0,0.8343,0.0,0.292,,,1
kg_00aad096d3a6,0xAdversary0074,0.0,0.8312,0.0,0.2909,,,1
kg_00aad096d3a6,0xAdversary0050,0.0,0.8291,0.0,0.2902,,,1
kg_5e58ddf7a0e7,0xAdversary0086,0.0,0.8278,0.0,0.2897,,,1
kg_5e58ddf7a0e7,0xAdversary0074,0.0,0.8214,0.0,0.2875,,,0
kg_fdaf0fa7538f,0xAdversary0056,0.0,0.8203,0.0,0.2871,,,0
kg_00aad096d3a6,0xAdversary0026,0.0,0.8179,0.0,0.2863,,,0
kg_00aad096d3a6,0xAdversary0092,0.0,0.8167,0.0,0.2859,,,0
kg_00aad096d3a6,0xAdversary0020,0.0,0.8155,0.0,0.2854,,,0
kg_fdaf0fa7538f,0xAdversary0032,0.0,0.8134,0.0,0.2847,,,0
kg_fdaf0fa7538f,0xAdversary0002,0.0,0.8124,0.0,0.2843,,,0
kg_00aad096d3a6,0xAdversary0008,0.0,0.8105,0.0,0.2837,,,0
kg_fdaf0fa7538f,0xAdversary0062,0.0,0.8103,0.0,0.2836,,,0
kg_5e58ddf7a0e7,0xAdversary0020,0.0,0.8083,0.0,0.2829,,,0
kg_fdaf0fa7538f,0xAdversary0092,0.0,0.8068,0.0,0.2824,,,0
kg_d65a20e36bb3,0xAdversary0050,0.0,0.8041,0.0,0.2814,,,0
kg_fdaf0fa7538f,0xAdversary0080,0.0,0.8032,0.0,0.2811,,,0
kg_00aad096d3a6,0xAdversary0002,0.0,0.7999,0.0,0.28,,,0
kg_fdaf0fa7538f,0xAdversary0038,0.0,0.8001,0.0,0.28,,,0
kg_fdaf0fa7538f,0xAdversary0044,0.0,0.7979,0.0,0.2793,,,0
kg_00aad096d3a6,0xAdversary0086,0.0,0.7956,0.0,0.2785,,,0
kg_fdaf0fa7538f,0xAdversary0014,0.0,0.7954,0.0,0.2784,,,0
kg_fdaf0fa7538f,0xAdversary0068,0.0,0.7941,0.0,0.2779,,,0
kg_00aad096d3a6,0xAdversary0116,0.0,0.7935,0.0,0.2777,,,0
kg_fdaf0fa7538f,0xAdversary0104,0.0,0.7931,0.0,0.2776,,,0
kg_d65a20e36bb3,0xAdversary0086,0.0,0.7904,0.0,0.2767,,,0
kg_fdaf0fa7538f,0xAdversary0116,0.0,0.7901,0.0,0.2765,,,0
kg_fdaf0fa7538f,0xAdversary0098,0.0,0.788,0.0,0.2758,,,0
kg_d65a20e36bb3,0xAdversary0110,0.0,0.7873,0.0,0.2756,,,0
kg_5e58ddf7a0e7,0xAdversary0014,0.0,0.7861,0.0,0.2751,,,0
kg_00aad096d3a6,0xAdversary0104,0.0,0.7853,0.0,0.2749,,,0
kg_00aad096d3a6,0xAdversary0062,0.0,0.785,0.0,0.2748,,,0
kg_d65a20e36bb3,0xAdversary0080,0.0,0.7836,0.0,0.2743,,,0
kg_fdaf0fa7538f,0xAdversary0086,0.0,0.7829,0.0,0.274,,,0
kg_00aad096d3a6,0xAdversary0098,0.0,0.7824,0.0,0.2739,,,1
kg_fdaf0fa7538f,0xAdversary0026,0.0,0.7802,0.0,0.2731,,,1
kg_d65a20e36bb3,0xAdversary0104,0.0,0.7773,0.0,0.2721,,,1
kg_d65a20e36bb3,0xAdversary0098,0.0,0.7725,0.0,0.2704,,,1
kg_d65a20e36bb3,0xAdversary0074,0.0,0.7722,0.0,0.2703,,,1
kg_5e58ddf7a0e7,0xAdversary0068,0.0,0.7703,0.0,0.2696,,,1
kg_5e58ddf7a0e7,0xAdversary0038,0.0,0.769,0.0,0.2691,,,1
kg_5e58ddf7a0e7,0xAdversary0002,0.0,0.7683,0.0,0.2689,,,1
kg_5e58ddf7a0e7,0xAdversary0098,0.0,0.7657,0.0,0.268,,,1
kg_00aad096d3a6,0xStealth0064,0.0,0.7658,0.0,0.268,,,1
kg_d65a20e36bb3,0xAdversary0033,0.0,0.7652,0.0,0.2678,,,1
kg_5e58ddf7a0e7,0xAdversary0110,0.0,0.7643,0.0,0.2675,,,1
kg_5e58ddf7a0e7,0xAdversary0044,0.0,0.7585,0.0,0.2655,,,1
kg_5e58ddf7a0e7,0xAdversary0032,0.0,0.7587,0.0,0.2655,,,1
kg_d65a20e36bb3,0xAdversary0026,0.0,0.7576,0.0,0.2652,,,1
kg_d65a20e36bb3,0xAdversary0008,0.0,0.7552,0.0,0.2643,,,1
kg_5e58ddf7a0e7,0xAdversary0050,0.0,0.7531,0.0,0.2636,,,1
kg_5e58ddf7a0e7,0xAdversary0104,0.0,0.7512,0.0,0.2629,,,1
kg_5e58ddf7a0e7,0xAdversary0062,0.0,0.7501,0.0,0.2625,,,1
kg_00aad096d3a6,0xStealth0024,0.0,0.7498,0.0,0.2624,,,1
kg_5e58ddf7a0e7,0xAdversary0056,0.0,0.7489,0.0,0.2621,,,0
kg_d65a20e36bb3,0xAdversary0068,0.0,0.7458,0.0,0.261,,,0
kg_d65a20e36bb3,0xAdversary0056,0.0,0.7453,0.0,0.2608,,,0
kg_d65a20e36bb3,0xAdversary0014,0.0,0.7435,0.0,0.2602,,,0
kg_5e58ddf7a0e7,0xAdversary0092,0.0,0.7432,0.0,0.2601,,,0
kg_5e58ddf7a0e7,0xAdversary0080,0.0,0.7414,0.0,0.2595,,,0
kg_5e58ddf7a0e7,0xAdversary0008,0.0,0.7376,0.0,0.2582,,,0
kg_d65a20e36bb3,0xAdversary0062,0.0,0.7371,0.0,0.258,,,0
kg_d65a20e36bb3,0xAdversary0116,0.0,0.7355,0.0,0.2574,,,0
kg_5e58ddf7a0e7,0xAdversary0026,0.0,0.7351,0.0,0.2573,,,0
kg_d65a20e36bb3,0xAdversary0092,0.0,0.7348,0.0,0.2572,,,0
kg_d65a20e36bb3,0xAdversary0002,0.0,0.7349,0.0,0.2572,,,0
kg_00aad096d3a6,0xStealth0049,0.0,0.7287,0.0,0.2551,,,0
kg_5e58ddf7a0e7,0xAdversary0116,0.0,0.7278,0.0,0.2547,,,0
kg_fdaf0fa7538f,0xStealth0038,0.0,0.7259,0.0,0.2541,,,0
kg_00aad096d3a6,0xStealth0007,0.0,0.7208,0.0,0.2523,,,0
kg_00aad096d3a6,0xStealth0012,0.0,0.7197,0.0,0.2519,,,0
kg_fdaf0fa7538f,0xStealth0043,0.0,0.7177,0.0,0.2512,,,0
kg_00aad096d3a6,0xBenign0014,0.0,0.7147,0.0,0.2501,,,0
kg_d65a20e36bb3,0xStealth0007,0.0,0.714,0.0,0.2499,,,0
kg_fdaf0fa7538f,0xStealth0062,0.0,0.7138,0.0,0.2498,,,0
kg_00aad096d3a6,0xStealth0004,0.0,0.7123,0.0,0.2493,,,0
kg_fdaf0fa7538f,0xStealth0065,0.0,0.7072,0.0,0.2475,,,0
kg_00aad096d3a6,0xBenign0032,0.0,0.7069,0.0,0.2474,,,0
kg_d65a20e36bb3,0xStealth0070,0.0,0.7046,0.0,0.2466,,,0
kg_00aad096d3a6,0xBenign0011,0.0,0.7037,0.0,0.2463,,,0
kg_fdaf0fa7538f,0xAdversary0003,0.0,0.7024,0.0,0.2458,,,0
kg_fdaf0fa7538f,0xStealth0014,0.0,0.7022,0.0,0.2458,,,0
kg_00aad096d3a6,0xStealth0054,0.0,0.7008,0.0,0.2453,,,0
kg_00aad096d3a6,0xStealth0050,0.0,0.6982,0.0,0.2444,,,0
kg_d65a20e36bb3,0xAdversary0093,0.0,0.6984,0.0,0.2444,,,1
kg_00aad096d3a6,0xStealth0042,0.0,0.698,0.0,0.2443,,,1
kg_00aad096d3a6,0xStealth0046,0.0,0.6973,0.0,0.2441,,,1
kg_00aad096d3a6,0xStealth0065,0.0,0.6948,0.0,0.2432,,,1
kg_5e58ddf7a0e7,0xStealth0039,0.0,0.693,0.0,0.2426,,,1
kg_fdaf0fa7538f,0xStealth0059,0.0,0.692,0.0,0.2422,,,1
kg_00aad096d3a6,0xStealth0017,0.0,0.6884,0.0,0.2409,,,1
kg_fdaf0fa7538f,0xStealth0057,0.0,0.6866,0.0,0.2403,,,1
kg_fdaf0fa7538f,0xStealth0023,0.0,0.6839,0.0,0.2394,,,1
kg_fdaf0fa7538f,0xStealth0001,0.0,0.6834,0.0,0.2392,,,1
kg_d65a20e36bb3,0xStealth0043,0.0,0.6812,0.0,0.2384,,,1
kg_00aad096d3a6,0xStealth0076,0.0,0.6801,0.0,0.238,,,1
kg_00aad096d3a6,0xStealth0031,0.0,0.6788,0.0,0.2376,,,1
kg_fdaf0fa7538f,0xStealth0046,0.0,0.6779,0.0,0.2373,,,1
kg_fdaf0fa7538f,0xStealth0064,0.0,0.676,0.0,0.2366,,,1
kg_d65a20e36bb3,0xStealth0047,0.0,0.6757,0.0,0.2365,,,1
kg_5e58ddf7a0e7,0xAdversary0003,0.0,0.6734,0.0,0.2357,,,1
kg_fdaf0fa7538f,0xBenign0022,0.0,0.6732,0.0,0.2356,,,1
kg_fdaf0fa7538f,0xStealth0036,0.0,0.6724,0.0,0.2354,,,1
kg_00aad096d3a6,0xStealth0067,0.0,0.6714,0.0,0.235,,,1
kg_00aad096d3a6,0xStealth0055,0.0,0.6701,0.0,0.2345,,,0
kg_fdaf0fa7538f,0xStealth0061,0.0,0.6673,0.0,0.2335,,,0
kg_00aad096d3a6,0xStealth0051,0.0,0.6668,0.0,0.2334,,,0
kg_00aad096d3a6,0xStealth0010,0.0,0.6658,0.0,0.233,,,0
kg_00aad096d3a6,0xStealth0066,0.0,0.6646,0.0,0.2326,,,0
kg_fdaf0fa7538f,0xStealth0028,0.0,0.6628,0.0,0.232,,,0
kg_00aad096d3a6,0xStealth0014,0.0,0.6626,0.0,0.2319,,,0
kg_fdaf0fa7538f,0xStealth0076,0.0,0.6617,0.0,0.2316,,,0
kg_00aad096d3a6,0xAdversary0057,0.0,0.6615,0.0,0.2315,,,0
kg_fdaf0fa7538f,0xStealth0058,0.0,0.6609,0.0,0.2313,,,0
kg_00aad096d3a6,0xStealth0074,0.0,0.659,0.0,0.2306,,,0
kg_00aad096d3a6,0xStealth0040,0.0,0.659,0.0,0.2306,,,0
kg_00aad096d3a6,0xBenign0020,0.0,0.6588,0.0,0.2306,,,0
kg_00aad096d3a6,0xStealth0075,0.0,0.6569,0.0,0.2299,,,0
kg_fdaf0fa7538f,0xStealth0025,0.0,0.6569,0.0,0.2299,,,0
kg_5e58ddf7a0e7,0xAdversary0051,0.0,0.6567,0.0,0.2298,,,0
kg_d65a20e36bb3,0xStealth0037,0.0,0.6564,0.0,0.2297,,,0
kg_00aad096d3a6,0xStealth0005,0.0,0.6562,0.0,0.2297,,,0
kg_00aad096d3a6,0xStealth0013,0.0,0.6553,0.0,0.2294,,,0
kg_fdaf0fa7538f,0xStealth0002,0.0,0.6548,0.0,0.2292,,,0
kg_fdaf0fa7538f,0xAdversary0111,0.0,0.6549,0.0,0.2292,,,0
kg_00aad096d3a6,0xStealth0043,0.0,0.6549,0.0,0.2292,,,0
kg_fdaf0fa7538f,0xStealth0044,0.0,0.6546,0.0,0.2291,,,0
kg_fdaf0fa7538f,0xStealth0042,0.0,0.6542,0.0,0.229,,,0
kg_fdaf0fa7538f,0xStealth0077,0.0,0.654,0.0,0.2289,,,0
kg_00aad096d3a6,0xStealth0077,0.0,0.654,0.0,0.2289,,,0
kg_fdaf0fa7538f,0xStealth0072,0.0,0.653,0.0,0.2285,,,0
kg_00aad096d3a6,0xStealth0072,0.0,0.653,0.0,0.2285,,,0
kg_5e58ddf7a0e7,0xStealth0012,0.0,0.6529,0.0,0.2285,,,0
kg_00aad096d3a6,0xBenign0002,0.0,0.6525,0.0,0.2284,,,0
kg_fdaf0fa7538f,0xBenign0024,0.0,0.6522,0.0,0.2283,,,1
kg_d65a20e36bb3,0xAdversary0075,0.0,0.6523,0.0,0.2283,,,1
kg_00aad096d3a6,0xStealth0028,0.0,0.6509,0.0,0.2278,,,1
kg_00aad096d3a6,0xStealth0020,0.0,0.6506,0.0,0.2277,,,1
kg_00aad096d3a6,0xStealth0002,0.0,0.6503,0.0,0.2276,,,1
kg_fdaf0fa7538f,0xStealth0079,0.0,0.6497,0.0,0.2274,,,1
kg_00aad096d3a6,0xStealth0029,0.0,0.6495,0.0,0.2273,,,1
kg_fdaf0fa7538f,0xAdversary0087,0.0,0.6491,0.0,0.2272,,,1
kg_fdaf0fa7538f,0xStealth0010,0.0,0.6486,0.0,0.227,,,1
kg_00aad096d3a6,0xStealth0034,0.0,0.6485,0.0,0.227,,,1
kg_fdaf0fa7538f,0xAdversary0075,0.0,0.6483,0.0,0.2269,,,1
kg_fdaf0fa7538f,0xStealth0047,0.0,0.6478,0.0,0.2267,,,1
kg_d65a20e36bb3,0xStealth0020,0.0,0.6476,0.0,0.2266,,,1
kg_fdaf0fa7538f,0xStealth0009,0.0,0.6473,0.0,0.2266,,,1
kg_fdaf0fa7538f,0xBenign0028,0.0,0.6468,0.0,0.2264,,,1
kg_00aad096d3a6,0xStealth0057,0.0,0.6467,0.0,0.2264,,,1
kg_fdaf0fa7538f,0xBenign0003,0.0,0.6465,0.0,0.2263,,,1
kg_fdaf0fa7538f,0xStealth0041,0.0,0.6462,0.0,0.2262,,,1
kg_00aad096d3a6,0xAdversary0039,0.0,0.6462,0.0,0.2262,,,1
kg_00aad096d3a6,0xStealth0061,0.0,0.6455,0.0,0.2259,,,1
kg_fdaf0fa7538f,0xStealth0050,0.0,0.6446,0.0,0.2256,,,0
kg_5e58ddf7a0e7,0xStealth0067,0.0,0.6444,0.0,0.2255,,,0
kg_fdaf0fa7538f,0xStealth0026,0.0,0.644,0.0,0.2254,,,0
kg_00aad096d3a6,0xStealth0022,0.0,0.6432,0.0,0.2251,,,0
kg_5e58ddf7a0e7,0xStealth0007,0.0,0.642,0.0,0.2247,,,0
kg_5e58ddf7a0e7,0xAdversary0081,0.0,0.6408,0.0,0.2243,,,0
kg_fdaf0fa7538f,0xStealth0039,0.0,0.6406,0.0,0.2242,,,0
kg_5e58ddf7a0e7,0xStealth0057,0.0,0.64,0.0,0.224,,,0
kg_fdaf0fa7538f,0xStealth0051,0.0,0.6398,0.0,0.2239,,,0
kg_00aad096d3a6,0xStealth0023,0.0,0.6395,0.0,0.2238,,,0
kg_00aad096d3a6,0xStealth0058,0.0,0.6391,0.0,0.2237,,,0
kg_fdaf0fa7538f,0xAdversary0063,0.0,0.6389,0.0,0.2236,,,0
kg_00aad096d3a6,0xAdversary0021,0.0,0.639,0.0,0.2236,,,0
kg_fdaf0fa7538f,0xBenign0004,0.0,0.6385,0.0,0.2235,,,0
